Transaction Name,Organization Url,Organization Name,Funding Type,Money Raised,Announced Date,Funding Stage,Pre-Money Valuation,Equity Only Funding,Organization Description,Organization Industries,Organization Location,Organization Location 1,Organization Website,Organization Revenue Range,Total Funding Amount,Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Investor Names 1,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - Saryah,https://www.crunchbase.com/organization/saryah,Saryah,Seed,�,19-Jan-20,Seed,�,Yes,Saryah provides an electronic platform which offers information about the most prominent historical and tourist sites.,Tourism,Riyadh,Ar Riyad,,Less than $1M,�,Seed,1,,Wadi Makkah,,1,�,"229,989"
Seed Round - Ejaro,https://www.crunchbase.com/organization/ejaro,Ejaro,Seed,"SAR3,200,000",7-Jan-21,Seed,�,Yes,Ejaro is the first licensed peer-to-peer vehicle sharing marketplace in Saudi Arabia and the GCC,Marketplace,Jeddah,Makkah,http://www.ejaro.com/,�,"SAR3,200,000",Seed,1,Business Innovation Mine (BIM),Business Innovation Mine (BIM),,1,1,"230,670"
Series B - Syarah,https://www.crunchbase.com/organization/syarah-ltd,Syarah,Series B,"$2,000,000 ",9-Jun-20,Early Stage Venture,�,Yes,Syarah is an online cars marketplaces.,Auto Insurance,Riyadh,Ar Riyad,https://www.syarah.com/,�,"$23,309,220 ",Early Stage Venture,5,Impact46,Impact46,,1,�,"244,839"
Seed Round - ZeeSofts,https://www.crunchbase.com/organization/zeesofts,ZeeSofts,Seed,"$80,000 ",10-Mar-14,Seed,�,Yes,ZeeSofts offers creative design services and solutions for clients.,Android,Riyadh,Ar Riyad,http://www.zeesofts.com/,�,"$140,000 ",Seed,2,,,,�,�,"245,039"
Pre Seed Round - Serviis,https://www.crunchbase.com/organization/serviis,Serviis,Pre-Seed,"$450,000 ",1-Jan-17,Seed,�,Yes,Serviis is the one stop shop marketplace for local services in KSA. Send a request and receive up to 5 quotations from local professionals,E-Commerce,Jeddah,Makkah,https://www.serviis.com/,Less than $1M,"$451,000 ",Seed,2,,9/10ths Startup Accelerator,,1,�,"250,260"
Pre Seed Round - Ri7laty,https://www.crunchbase.com/organization/ri7laty,Ri7laty,Pre-Seed,"$150,000 ",1-Mar-18,Seed,�,Yes,Ri7laty is an online platform that connects schools with school trips destinations.,E-Commerce Platforms,Riyadh,Ar Riyad,http://www.ri7laty.com/,�,"$150,000 ",Seed,2,,,,�,�,"251,552"
Seed Round - BE UNIQUE,https://www.crunchbase.com/organization/be-unique,BE UNIQUE,Seed,�,1-Sep-17,Seed,�,Yes,Beauty eCommerce platform,Beauty,Jeddah,Makkah,https://www.beunique.com.sa/,�,�,Seed,2,,Agile Ventures,,1,�,"251,912"
Seed Round - Wasel Lee,https://www.crunchbase.com/organization/wasel-lee,Wasel Lee,Seed,"$133,000 ",15-Mar-18,Seed,�,Yes,"Wasel Lee is a logistics platform helps users to request food supply,special services,daily supplies,mail receipt and many feature.",Logistics,Jazan,Jizan,https://magnitt.com/startups/25020/wasel-lee,�,"$133,000 ",Seed,1,,,,�,�,"253,785"
Seed Round - Tawseel,https://www.crunchbase.com/organization/tawseel,Tawseel,Seed,"$133,330 ",1-Sep-16,Seed,�,Yes,Tawseel is an on demand platform that provides a shared economy delivery services.,Car Sharing,Makkah,Makkah,https://www.tawseel.sa/,�,"$401,089 ",Seed,3,,Wadi Makkah,,1,�,"254,638"
Seed Round - ZeeWhere,https://www.crunchbase.com/organization/zeewhere,ZeeWhere,Seed,"$34,653 ",10-Aug-14,Seed,�,Yes,Augmented Reality social Network,Apps,Riyadh,Ar Riyad,http://www.zeewhere.com/,�,"$103,465 ",Seed,3,,,,�,�,"259,401"
Seed Round - Grintafy Technologies,https://www.crunchbase.com/organization/grintafy-technologies,Grintafy Technologies,Seed,"$1,250,000 ",6-May-20,Seed,�,Yes,Grintafy Technologies is operates a talent discovery platform for amateur footballers.,Casual Games,Jeddah,Makkah,https://grintafy.com/,Less than $1M,"$3,381,997 ",�,3,Saudi Aramco Entrepreneurship Ventures,Nafithat Al Mustagbal Investments,Saudi Aramco Entrepreneurship Ventures,2,1,"259,694"
Seed Round - LaanCare,https://www.crunchbase.com/organization/laancare,LaanCare,Seed,�,18-Feb-21,Seed,"$1,500,000 ",Yes,"Healthcare, Wellness, Telemedicine, Virtual Laboratory Services",Health Care,Riyadh,Ar Riyad,https://www.laancare.com/,�,�,Seed,1,RZM Investments,RZM Investments,,1,�,"259,879"
Series A - ALWANS,https://www.crunchbase.com/organization/alwans,ALWANS,Series A,"$4,000,000 ",16-Sep-17,Early Stage Venture,�,Yes,A leading saudi company with diverse interests and capabilities.,,Khaibar,Asir Province,http://www.alwans.com/,$1M to $10M,"$4,000,000 ",Early Stage Venture,1,Raed Ventures,500 Startups,Naseel,4,�,"263,229"
Pre Seed Round - TeeArabia,https://www.crunchbase.com/organization/teearabia,TeeArabia,Pre-Seed,"$50,000 ",3-Dec-19,Seed,�,Yes,TeeArabia is an online customizable items store that helps individuals and companies bring their ideas into apparel.,E-Commerce,Riyadh,Ar Riyad,http://www.teearabia.com/,�,"$50,000 ",Seed,1,,,,�,�,"270,948"
Pre Seed Round - Magadeer,https://www.crunchbase.com/organization/magadeer,Magadeer,Pre-Seed,"$265,000 ",1-Jan-18,Seed,�,Yes,Magadeer is a food company which delivers ready to cook meals in a box with clear recipes.,E-Commerce,Riyadh,Ar Riyad,http://magadeer.com/,�,"$265,000 ",Seed,1,,BADIR,,1,�,"273,340"
Series B - PayTabs,https://www.crunchbase.com/organization/paytabs,PayTabs,Series B,"$5,333,333 ",1-Jan-17,Early Stage Venture,�,Yes,"World's simple and trusted payments since 2014. PayTabs is an award winning, global, B2B online payments Solution Provider.",E-Commerce,Al Khobar,Ash Sharqiyah,https://site.paytabs.com/,�,"$25,333,333 ",Early Stage Venture,2,Saudi Aramco Entrepreneurship Ventures,Saudi Aramco Entrepreneurship Ventures,,1,1,"281,902"
Seed Round - Nanosferix,https://www.crunchbase.com/organization/nanosferix,Nanosferix,Seed,"$100,000 ",31-May-15,Seed,�,Yes,Nanosferix develops ultra lightweight nano-fillers for use with advanced composites for lightweight yet strong materials.,Advanced Materials,Thuwal,Ha'il,http://nanosferix.com/,�,"$690,000 ",Seed,4,,KAUST Innovation Fund,,1,�,"327,021"
Seed Round - SCI,https://www.crunchbase.com/organization/sci-b215,SCI,Seed,"$204,700 ",15-Oct-10,Seed,�,Yes,SCI engages in the development of high-surface silica nanospheres.,,Jeddah,Makkah,,�,"$504,700 ",Seed,2,,KAUST Innovation Fund,,1,�,"327,302"
Series A - Jahez International Company,https://www.crunchbase.com/organization/jahez,Jahez International Company,Series A,"$36,500,000 ",3-Jun-20,Early Stage Venture,�,Yes,Jahez mobile application is a food delivery platform that serves end users with meal orders from restaurants.,Artificial Intelligence,Riyadh,Ar Riyad,https://jahez.net/,Less than $1M,"$36,500,000 ",IPO,2,Impact46,Impact46,,1,1,"195,583"
Private Equity Round - Kudu,https://www.crunchbase.com/organization/kudu-60c1,Kudu,Private Equity,�,9-Apr-15,Private Equity,�,Yes,Kudu is a large fast food chain in Saudi Arabia.,Food and Beverage,Riyadh,Ar Riyad,https://beta.kudu.com.sa/,�,�,Private Equity,1,,Abraaj Group,TPG,2,�,"435,096"
Series A - Morni,https://www.crunchbase.com/organization/morni,Morni,Series A,"$5,600,000 ",1-Jan-19,Early Stage Venture,�,Yes,Morni is an interactive platform that provides roadside assistant services.,Apps,Riyadh,Ar Riyad,https://www.morniksa.com/,$1M to $10M,"$14,700,000 ",Early Stage Venture,3,,,,�,�,"435,389"
Seed Round - Nana,https://www.crunchbase.com/organization/nana-direct,Nana,Seed,"$2,133,333 ",1-May-16,Seed,�,Yes,Nana is a grocery shopping and delivery platform that offers grocery and other home essentials delivery.,Delivery,Riyadh,Ar Riyad,https://www.nana.sa/,$1M to $10M,"$78,959,999 ",�,6,,,,�,�,"436,397"
Pre Seed Round - V�M,https://www.crunchbase.com/organization/v%C3%B4m,V�M,Pre-Seed,"SAR2,500,000",18-Feb-21,Seed,�,Yes,V�M is a homegrown accounting software platform.,Accounting,Riyadh,Ar Riyad,https://getvom.com/ar,�,"SAR2,500,000",Seed,1,,,,�,�,"436,932"
Angel Round - Garage,https://www.crunchbase.com/organization/garage-9481,Garage,Angel,"$260,000 ",22-Oct-20,Seed,�,Yes,Garage provides on-demand car maintenance services.,Automotive,Khobar,Ash Sharqiyah,https://meetgarage.app/,�,"$260,000 ",Seed,1,,Yasser Al-Ghamdi,,1,�,"200,295"
Debt Financing - ACWA Power,https://www.crunchbase.com/organization/acwa-power,ACWA Power,Debt Financing,"SAR468,930,000",5-Jan-21,�,�,No,"ACWA Power is a developer, investor, co-owner and operator of a portfolio of power generation and renewable energy.",Electrical Distribution,Riyadh,Ar Riyad,https://www.acwapower.com/,�,"$238,999,200 ",�,4,Arab Petroleum Investments Corporation,Arab Petroleum Investments Corporation,,1,1,"201,229"
Seed Round - UnitX,https://www.crunchbase.com/organization/unitx,UnitX,Seed,"$2,000,000 ",10-Oct-19,Seed,�,Yes,We automate workplace safety and security using AI,Artificial Intelligence,Thuwal,Ha'il,https://unitx.io/,$1M to $10M,"$2,050,000 ",Seed,2,Saudi Aramco Entrepreneurship Ventures,KAUST Innovation Fund,Saudi Aramco,3,�,"438,676"
Series A - Red Sea Farms,https://www.crunchbase.com/organization/red-sea-farms,Red Sea Farms,Series A,"$10,000,000 ",7-Jun-21,Early Stage Venture,�,Yes,Red Sea Farms is an agriculture technology company enabling the commercial farming of produce using primarily salt water.,Agriculture,Thuwal,Ha'il,https://www.redseafarms.com/,�,"$38,848,000 ",�,6,Future Investment Initiative Institute,Future Investment Initiative Institute,Global Ventures,4,3,"205,361"
Seed Round - Visual Experience,https://www.crunchbase.com/organization/visual-experience,Visual Experience,Seed,"$85,000 ",27-Oct-13,Seed,�,Yes,Visual Experience provides end-to-end virtual reality services across the Gulf Cooperation Council region.,Information Technology,Thuwal,Ha'il,https://visual-ex.com/,�,"$252,000 ",Seed,3,,KAUST Innovation Fund,,1,�,"205,766"
Seed Round - Kaffeen,https://www.crunchbase.com/organization/kaffeen,Kaffeen,Seed,"$210,000 ",1-Nov-18,Seed,"$1,100,000 ",Yes,Kaffeen mobile application is the first mobile application in Saudi Arabia that is specialized in online coffee ordering.,E-Commerce,Dammam,Ash Sharqiyah,https://gokaffeen.com/,�,"$210,000 ",M&A,1,,,,�,�,"440,237"
Seed Round - Munjz,https://www.crunchbase.com/organization/munjz,Munjz,Seed,"$800,000 ",5-May-20,Seed,�,Yes,Munjz is a mobile app for connecting individuals & corporate sector looking for household services with pre-screened professionals.,Facilities Support Services,Dammam,Ash Sharqiyah,https://www.munjz.com/,�,"$2,213,000 ",Seed,5,Vision Ventures,M. R. Al Khathlan,Seedstars,3,�,"440,280"
Seed Round - SCI,https://www.crunchbase.com/organization/sci-b215,SCI,Seed,"$300,000 ",30-May-18,Seed,�,Yes,SCI engages in the development of high-surface silica nanospheres.,,Jeddah,Makkah,,�,"$504,700 ",Seed,2,,KAUST Innovation Fund,,1,�,"441,566"
Funding Round - WNNA,https://www.crunchbase.com/organization/wnna,WNNA,Funding Round,"$65,000 ",6-Feb-17,�,�,Yes,AI Powered Personal Shortcut To Daily Life Actions From Around The Web.,Artificial Intelligence,Al Rawdah,Ar Riyad,https://wnna.co/,�,"$113,000 ",Seed,6,,Rowad,,1,�,"441,680"
Pre Seed Round - Intravides,https://www.crunchbase.com/organization/intravides,Intravides,Pre-Seed,"$30,000 ",1-Jan-18,Seed,�,Yes,Intravides is a biomedical startup.,Biotechnology,Thuwal,Ha'il,https://intravides.com/,�,"$40,000 ",Seed,2,,KAUST Innovation Fund,,1,�,"441,839"
Pre Seed Round - Circyls,https://www.crunchbase.com/organization/jmeyte,Circyls,Pre-Seed,"$54,000 ",1-Apr-18,Seed,"$266,000 ",Yes,"Circyls is mobile app that help users to join public ones while ensuring authenticity, covers defaults and prevent frauds",FinTech,Riyadh,Ar Riyad,https://circlys.com/,$1M to $10M,"$1,787,122 ",�,4,,,,�,�,"215,111"
Equity Crowdfunding - Mister Mandoob,https://www.crunchbase.com/organization/mister-mandoob,Mister Mandoob,Equity Crowdfunding,"$1,330,000 ",1-Mar-21,�,�,Yes,Mister Mandoob provides an app for delivery and receiving services operating an inter-city parcel service via road and air.,Courier Service,Riyadh,Ar Riyad,https://www.mrmandoob.com/,�,"$1,330,000 ",�,1,,,,�,�,"442,632"
Series B - Morni,https://www.crunchbase.com/organization/morni,Morni,Series B,"$9,100,000 ",17-Dec-20,Early Stage Venture,�,Yes,Morni is an interactive platform that provides roadside assistant services.,Apps,Riyadh,Ar Riyad,https://www.morniksa.com/,$1M to $10M,"$14,700,000 ",Early Stage Venture,3,G Square Investment,Al Turairi Group,G Square Investment,2,1,"443,143"
Seed Round - OTO,https://www.crunchbase.com/organization/oto-global,OTO,Seed,�,27-Jan-20,Seed,�,Yes,All-in-one Multi-carrier Shipping Gateway for Ecommerce Stores & OmniChannel Retailers,Delivery Service,Riyadh,Ar Riyad,https://www.tryoto.com/,�,�,Seed,3,,500 Startups,,1,�,"443,515"
Seed Round - Averos,https://www.crunchbase.com/organization/averos,Averos,Seed,�,18-Jun-19,Seed,�,Yes,"Averos is an innovative technology company specialising in Indoor Positioning, Navigation and Tracking Systems",Indoor Positioning,Jeddah,Makkah,http://www.averos.com/,$1M to $10M,�,�,2,Saudi Aramco Entrepreneurship Ventures,Saudi Aramco Entrepreneurship Ventures,,1,�,"238,297"
Series A - Smart Controls Systems,https://www.crunchbase.com/organization/smart-controls-systems,Smart Controls Systems,Series A,"SAR6,000,000",15-May-17,Early Stage Venture,�,Yes,"SMART Controls Systems is an IT & Telecom services provider specialized in digital signage, CCTV, access control, BMS, and ERP.",Information Technology,Riyadh,Ar Riyad,http://www.smartcontrolssystems.com/,�,"SAR6,000,000",Early Stage Venture,1,Saudi Aramco,Saudi Aramco,,1,�,"443,716"
Pre Seed Round - Forus Financial,https://www.crunchbase.com/organization/forus-e61c,Forus Financial,Pre-Seed,�,15-Jun-18,Seed,�,Yes,"Marketplace, AI, Lending, Investments, Financing, Artificial Intelligence",Artificial Intelligence,Riyadh,Ar Riyad,http://www.forusinvest.com/,�,�,Early Stage Venture,2,,,,�,�,"444,283"
Pre Seed Round - Aquaponica,https://www.crunchbase.com/organization/aquaponica,Aquaponica,Pre-Seed,"$50,000 ",18-Mar-19,Seed,�,Yes,Aquaponica is an environmental engineering company operating in the industrials sector and the agriculture and farming machinery industry.,Environmental Engineering,Riyadh,Ar Riyad,https://www.aquaponica.co/,�,"$50,000 ",Seed,1,,500 Falcons,Misk 500 MENA Accelerator,2,�,"242,077"
Seed Round - Envirola,https://www.crunchbase.com/organization/envirola,Envirola,Seed,"$199,978 ",3-Apr-12,Seed,�,Yes,Envirola provides low-cost heavy metals detection instrument.,Industrial,Thuwal,Ha'il,http://www.envirola.com/,�,"$199,978 ",Seed,1,,KAUST Innovation Fund,,1,�,"242,102"
Seed Round - Raqamyah Platform,https://www.crunchbase.com/organization/raqamyah-platform,Raqamyah Platform,Seed,�,2-Feb-20,Seed,�,Yes,Raqamyah Platform is a regulated peer to peer (P2P) financing platform by Saudi Arabian Monetary Authority (SAMA).,FinTech,Riyadh,Ar Riyad,https://www.raqamyah.com/,�,"$4,836,667 ",Seed,3,Impact46,Impact46,,1,1,"242,116"
Pre Seed Round - Honest,https://www.crunchbase.com/organization/honest-b375,Honest,Pre-Seed,"$60,000 ",1-May-17,Seed,�,Yes,Honest is food deliver platform which supplies Organic food and Beverage products.,Food and Beverage,Riyadh,Ar Riyad,http://www.honest-ksa.com/,�,"$60,000 ",Seed,1,,Flat6Labs,Wadi Jeddah Venture,2,�,"242,144"
Seed Round - Arabian Calibration Company,https://www.crunchbase.com/organization/arabian-industrial-calibration,Arabian Calibration Company,Seed,"$2,400,000 ",1-Jan-17,Seed,�,Yes,Arabian Calibration Company accommodates liquid and flow meter calibration company designed to offer fixed and mobile calibration services.,Electronics,Riyadh,Ar Riyad,https://arabiancalibration.com/,Less than $1M,"$2,400,000 ",Seed,1,Saudi Aramco Entrepreneurship Ventures,Saudi Aramco,Saudi Aramco Entrepreneurship Ventures,2,�,"242,583"
Seed Round - ZeeSofts,https://www.crunchbase.com/organization/zeesofts,ZeeSofts,Seed,"$60,000 ",5-Mar-13,Seed,�,Yes,ZeeSofts offers creative design services and solutions for clients.,Android,Riyadh,Ar Riyad,http://www.zeesofts.com/,�,"$140,000 ",Seed,2,,,,�,�,"463,369"
Seed Round - SHROO7,https://www.crunchbase.com/organization/shroo7,SHROO7,Seed,�,1-Jan-19,Seed,�,Yes,SHROO7 is an educational platform that creates an online learning environment which provides comprehensive set of educational tools.,E-Learning,Riyadh,Ar Riyad,,�,"$50,000 ",Seed,2,,Seedstars,Vision Ventures,2,�,"463,454"
Seed Round - Ngwah,https://www.crunchbase.com/organization/ngwah,Ngwah,Seed,�,1-Mar-17,Seed,�,Yes,Ngwah is an online food delivery industry.,Artificial Intelligence,Riyadh,Ar Riyad,https://ngwahapp.com/,�,"$100,000 ",Seed,2,Inspire Ventures,Inspire Ventures,,1,�,"463,741"
Seed Round - Natufia,https://www.crunchbase.com/organization/natufia-labs,Natufia,Seed,"$1,200,000 ",5-Sep-18,Seed,�,Yes,Natufia is a multi-awarded agri-technology provider that enables you to grow fresh plants and herbs all year-round.,Food and Beverage,Jeddah,Makkah,http://www.natufia.com/,�,"$4,821,000 ",Early Stage Venture,6,,Adam Schneider,GINCO Investments,4,�,"243,277"
Seed Round - Dhad,https://www.crunchbase.com/organization/dhad,Dhad,Seed,"$300,000 ",13-Dec-18,Seed,�,Yes,Dhad is an audio publishing house that produces and publishes books.,Publishing,Riyadh,Ar Riyad,http://www.dhad.sa/,�,"$300,000 ",�,2,,500 Startups,Oqal,5,�,"243,762"
Pre Seed Round - Firnas Aero,https://www.crunchbase.com/organization/firnas-aero,Firnas Aero,Pre-Seed,"$250,000 ",1-Jan-19,Seed,�,Yes,"Firnas Aero provides Drone as a Service (DaaS), providing unparalleled inspection services using aerial systems.",Aerospace,Thuwal,Ha'il,http://www.firnas.aero/,�,"$250,000 ",�,2,KAUST Innovation Fund,KAUST Innovation Fund,,1,�,"465,301"
Pre Seed Round - Benaa,https://www.crunchbase.com/organization/benaa,Benaa,Pre-Seed,"$60,000 ",1-Jun-17,Seed,�,Yes,Benaa is a application used to regulate the random market in the field of contracting and engineering consultancy.,Professional Services,Riyadh,Ar Riyad,http://www.benaap.com/,Less than $1M,"$60,000 ",Seed,1,,Flat6Labs,,1,�,"466,281"
Seed Round - Hasb,https://www.crunchbase.com/organization/hasb,Hasb,Seed,"SAR300,000",1-Mar-17,Seed,�,Yes,Hasb was a Saudi startup that enabled consumers to pay for their online payments and bills in-person at different retail stores.,E-Commerce,Khobar,Ash Sharqiyah,http://hasb.co/,�,"SAR3,300,000",Seed,2,,,,�,�,"249,394"
Venture Round - HyperPay,https://www.crunchbase.com/organization/gate2play,HyperPay,Venture - Series Unknown,"$700,000 ",1-Sep-12,�,�,Yes,"Payment Gateway, PSP, Online Payment, Fintech",FinTech,Riyadh,Ar Riyad,http://www.hyperpay.com/,�,"$50,486,629 ",�,4,,Middle East Venture Partners (MEVP),,1,1,"261,061"
